ID,Type,Name,Faction,Cost,ATK,DEF,Rarity,Ability,Sets,ImageUrl
223,Creature,Grand Mummy,SandyLands,1,3,3,Starter,"At the start of your turn, you may return Grand Mummy to its owner's hand. If you do, draw 2 cards.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Grand_Mummy.png
224,Creature,Static Parrotrooper,Rainbow,0,0,6,Starter,"When Static Parrotrooper enters play, move it to any empty Landscape. It cannot be replaced. At the start of your turn, lose 1 hit point.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Static_Parrotrooper.png
225,Creature,Jinxed Parrotrooper,Rainbow,1,1,5,Starter,"When Jinxed Parrotrooper enters play, move it to any empty Landscape. It cannot be replaced. At the start of your turn, discard a card.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Jinxed_Parrotrooper.png
226,Creature,Fancy Zebracorn,Cornfield,1,2,4,Starter,+1 DEF for each different Landscape type you control.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Fancy_Zebracorn.png
227,Creature,Snow Baller,IcyLands,1,2,7,Starter,Remove a frozen token from Snow Baller's Landscape >>> Deal 3 damage to target Creature.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Snow_Baller.png
228,Creature,Frosted Snowwoman,IcyLands,2,3,5,Starter,"When Frosted Snowwoman enters play, freeze both Landscapes in its Lane.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Frosted_Snowwoman.png
229,Creature,The Cooler,IcyLands,2,4,7,Starter,When The Cooler leaves play. freeze its Landscape.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/The_Cooler.png
230,Creature,Glacier Racer,IcyLands,1,2,6,Starter,+4 ATK if both Landscapes in this Lane are frozen.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Glacier_Racer.png
231,Creature,Frosted Deanimator,IcyLands,1,2,6,Starter,Frosted Deanimator may be played onto a frozen Landscape.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Frosted_Deanimator.png
232,Creature,Icy Infiltrator,Rainbow,0,1,5,Starter,"When Icy Infiltrator enters play, freeze its Landscape.","Lemon Grab Vs Gunter,Doubles Tournament",https://www.carddweeb.com/CardImages/regular/Icy_Infiltrator.png
233,Creature,Icy Commando,IcyLands,1,1,7,Starter,+1 ATK for each frozen Landscape.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Icy_Commando.png
234,Creature,Icy Intruder,IcyLands,1,1,8,Starter,FLOOP and pay 1 action >>> Freeze target Landscape.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Icy_Intruder.png
235,Creature,Industrial Assassin,BluePlains,1,2,6,Starter,FLOOP and destroy one of your Creatures >>> Draw a card.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Industrial_Assassin.png
236,Creature,Tired Wombat,BluePlains,2,4,5,Starter,"At the start of your turn, move Tired Wombat to an empty Landscape you control. If you cannot, move it to an opponent's empty Landscape.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Tired_Wombat.png
237,Creature,Fatigued Librarian,BluePlains,1,3,4,Starter,"Fatigued Librarian enters play exhausted and does not ready at the start of your turn. Whenever Fatigued Librarian changes Lanes, ready it.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Fatigued_Librarian.png
238,Creature,Woadic Ring Leader,BluePlains,1,3,4,Starter,"At the start of your turn, move Woadic Ring Leader to an empty Landscape you control. If you cannot, destroy it.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Woadic_Ring_Leader.png
239,Creature,Weakened Warrior,BluePlains,2,5,6,Starter,"Weakened Warrior enters play exhausted and does not ready at the start of your turn. Whenever Weakened Warrior changes Lanes, ready it.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Weakened_Warrior.png
240,Creature,Drained Cleric,BluePlains,1,3,5,Starter,"At the start of your turn, move Drained Cleric to an empty Landscape you control. If you cannot, discard a card.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Drained_Cleric.png
241,Creature,Dragoon Parrotrooper,Rainbow,2,1,8,Starter,"When Dragoon Parrotrooper enters play, move it to an empty Landscape. It cannot be replaced. Ajacent Creatures have -1 ATK.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Dragoon_Parrotrooper.png
242,Creature,Husky Parrotrooper,Rainbow,2,2,4,Starter,"When Husky Parrotrooper enters play, move it to any empty Landscape, then flip that Landscape face down. When Husky Parrotrooper leaves play, flip it face up.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Husky_Parrotrooper.png
243,Creature,TNTimmy,Rainbow,0,0,5,Starter,"When TNTimmy leaves play, deal 1 damage to each opposing Creature.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/TNTimmy.png
244,Spell,Rock Out!,Rainbow,0,0,0,Starter,Flip target Landscape face down until the start of your next turn.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Rock_Out%21.png
245,Spell,Amaizing Avalanche,Cornfield,1,0,0,Starter,Each of your Creatures has +1 ATK this turn for each facedown Landscape in play.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Amaizing_Avalanche.png
246,Spell,Drop Zone,Rainbow,0,0,0,Starter,Return target Creature you own to your hand.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Drop_Zone.png
247,Spell,Ham Fist,Rainbow,0,0,0,Starter,Target Creature you control has -5 ATK this turn. Draw a card.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Ham_Fist.png
248,Spell,Quick Pick Me Up,SandyLands,1,0,0,Starter,Return target Creature you control to its owner's hand. Gain Actions equal to its cost.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Quick_Pick_Me_Up.png
249,Spell,Snowblower,IcyLands,1,0,0,Starter,Choose a Lane and freeze both of its Landscapes.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Snowblower.png
250,Spell,Snowvalanche,Rainbow,0,0,0,Starter,Deal 2 damage to each opposing Creature on a frozen Landscape.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Snowvalanche.png
251,Spell,Wake Up Call,BluePlains,1,0,0,Starter,Ready all of your Creatures.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Wake_Up_Call.png
252,Spell,Spazzy Cola,Rainbow,0,0,0,Starter,All Creatures have +1 ATK this turn (including your opponent's Creatures).,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Spazzy_Cola.png
253,Spell,Tapped Out,BluePlains,1,0,0,Starter,"This turn, target Creature you control has +2 ATK for each of your exhausted Creatures (at the time you play this).",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Tapped_Out.png
254,Spell,Magenapping,BluePlains,2,0,0,Starter,Move target Creature to target empty Landscape you control. You cannot play this if you control more than 1 Creature or have more than 15 hit points.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Magenapping.png
255,Spell,Free Fall,SandyLands,1,0,0,Starter,Each of your Creatures has +1 ATK for each Creature that entered play this turn.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Free_Fall.png
256,Spell,Cute Overload,Rainbow,0,0,0,Starter,Destroy any number of your Creatures. Draw a card for each Creature destroyed this way.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Cute_Overload.png
257,Building,Sinkhole,Cornfield,2,0,0,Starter,FLOOP and discard a card >>> Flip target Landscape in this Lane face down until the start of your next turn.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Sinkhole.png
258,Building,Silo of Freedom,Cornfield,1,0,0,Starter,Discard a card >>> Your Landscape in this Lane loses its type and becomes the type of your choice (except face down) until the start of your next turn.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Silo_of_Freedom.png
259,Building,Parrotmilitary Outpost,Rainbow,0,0,0,Starter,Each Creature in this Lane has -1 ATK.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Parrotmilitary_Outpost.png
260,Building,Floating Ice Palace,IcyLands,2,0,0,Starter,Your Creature in this Lane has +1 ATK during your turn for each frozen Landscape.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Floating_Ice_Palace.png
261,Building,Snow Training Camp,Rainbow,0,0,0,Starter,FLOOP >>> Freeze both Landscapes in this Lane. May only be used if no frozen tokens are in play.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Snow_Training_Camp.png
262,Building,Fancy Spa,BluePlains,1,0,0,Starter,"At the start of your Fight Phase, if you control an exhausted Creature in this Lane, draw a card.",Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Fancy_Spa.png
263,Building,Weary Trading Post,Rainbow,0,0,0,Starter,FLOOP >>> Move an exhausted Creature you control to the Landscape in this Lane (if empty).,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Weary_Trading_Post.png
264,Building,Lunchpad,SandyLands,2,0,0,Starter,FLOOP >>> Draw a card for each Creature that entered play onto your Landscape in this Lane this turn.,Lemon Grab Vs Gunter,https://www.carddweeb.com/CardImages/regular/Lunchpad.png
265,Hero,Fionna,None,0,0,0,Starter,"While you control only one Landscape type, your Rainbow Creatures have +1 ATK.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/old/Fionna.jpg
266,Hero,Cake,None,0,0,0,Starter,"Each time a Building enters play under your control, heal 2 Damage from each Creature you control with a Building on its Landscape.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/old/Cake.jpg
267,Creature,The Dog,Rainbow,1,1,7,Starter,FLOOP >>> Opposing Buildings in this Lane lose all abilities while The Dog is Flooped.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/The_Dog.png
268,Creature,Lonely Panda,BluePlains,1,1,8,Starter,"If you do not control any other Creatures when Lonely Panda enters play, draw a card.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Lonely_Panda.png
269,Creature,Infant Scholar,BluePlains,1,1,6,Starter,+3 ATK if you played one or more Rainbow cards this turn.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Infant_Scholar.png
270,Creature,Tiny Elephant,BluePlains,1,2,6,Starter,"While in play, Tiny Elephant is both a Blue Plains and a Rainbow Creature.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Tiny_Elephant.png
271,Creature,Woadic Matriarch,BluePlains,1,1,7,Starter,+1 ATK for each of your Rainbow Creatures.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Woadic_Matriarch.png
272,Creature,Psionic Swashbuckler,BluePlains,1,2,6,Starter,"When Psionic Swashbuckler enters play, you may deal 3 damage to target Flooped Creature.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Psionic_Swashbuckler.png
273,Creature,Business Dog,BluePlains,1,1,6,Starter,"+2 ATK for each card you have played with ""Dog"" or ""Puppy"" in its title this turn.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Business_Dog.png
274,Creature,Fiddling Ferret,BluePlains,1,1,6,Starter,"FLOOP >>> Draw a card, then discard a card. If you discard a Rainbow card this way, gain 1 action.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Fiddling_Ferret.png
275,Creature,Woadic Weirdo,BluePlains,1,1,7,Starter,FLOOP >>> Reveal a card from your hand. That card becomes a Rainbow card until the end of your turn. (It has no Landscape type.),Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Woadic_Weirdo.png
276,Creature,Vampire Lord,Rainbow,2,1,8,Starter,"When Vampire Lord deals damage, it heals an equal amount of damage.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Vampire_Lord.png
277,Creature,Emboldened Retriever,BluePlains,2,2,7,Starter,"Each time Emboldened Retriever attacks, you may draw a card.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Emboldened_Retriever.png
278,Creature,Crazy Cat Lady,BluePlains,2,1,10,Starter,Rainbow Creatures you control have +1 ATK.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Crazy_Cat_Lady.png
279,Creature,Impossible Possum,BluePlains,2,2,8,Starter,"When this goes into your discard pile, you may discard a card to return Impossible Possum to your hand.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Impossible_Possum.png
280,Creature,Woadic Enchantress,BluePlains,2,2,10,Starter,Creatures in this Land cannot use Floop abilities.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Woadic_Enchantress.png
281,Creature,Lumbercaddy,Cornfield,1,2,6,Starter,FLOOP >>> Move target Building you control to any Lane without one.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Lumbercaddy.png
282,Creature,Helping Hand,Rainbow,0,1,4,Starter,FLOOP >>> Return a Building from your discard pile to your hand.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Helping_Hand.png
283,Creature,Hunkclops,Rainbow,1,3,3,Starter,,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Hunkclops.png
284,Creature,Husker Champion,Cornfield,1,1,4,Starter,+2 ATK and +2 DEF if you control a Building in this Lane.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Husker_Champion.png
285,Creature,Burly Lumberjack,Cornfield,2,2,9,Starter,You may play additional Buildings in this Lane.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Burly_Lumberjack.png
286,Creature,Corns Templar,Cornfield,1,1,7,Starter,FLOOP >>> Heal 1 damage from Corns Templar.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Corns_Templar.png
287,Creature,Mr. Slicer,Cornfield,1,1,5,Starter,FLOOP >>> Deal 2 damage to target opposing Creature in this Lane.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Mr._Slicer.png
288,Creature,Kernel Queen,Cornfield,1,1,6,Starter,+1 ATK for each Flooped Creature you control.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Kernel_Queen.png
289,Creature,Husker Valkyrie,Cornfield,2,2,6,Starter,+2 ATK and +2 DEF if you control a Building in this Lane.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Husker_Valkyrie.png
290,Creature,Tough Lumberjill,Cornfield,2,3,6,Starter,When Tough Lumberjill enters play. deal 1 damage to your opponent for each Building you control.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Tough_Lumberjill.png
291,Creature,Archer Danica,Cornfield,2,1,6,Starter,FLOOP and destroy a Building you control >>> Deal 3 damage to each opposing Creature.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Archer_Danica.png
292,Creature,Pied Piper,Cornfield,2,1,9,Starter,"When Pied Piper attacks an opposing Creature, you may have a Flooped Creature you control attack it instead.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Pied_Piper.png
293,Creature,Tornado Wall Of Fire,Cornfield,2,0,10,Starter,FLOOP >>> +3 ATK while Flooped.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Tornado_Wall_Of_Fire.png
294,Creature,Popcorn Butteredfly,Cornfield,1,1,5,Starter,FLOOP >>> Draw a card for each Building you control.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Popcorn_Butteredfly.png
295,Creature,Druid of the Cob,Cornfield,1,1,8,Starter,Flooped Creatures you control have +1 ATK.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Druid_of_the_Cob.png
296,Creature,Pony,Rainbow,0,1,5,Starter,,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Pony.png
297,Spell,Friendship Bracelet,Rainbow,0,0,0,Starter,Swap any amount of damage between two of your Creatures.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Friendship_Bracelet.png
298,Spell,Singing Sword,Rainbow,0,0,0,Starter,Target Creature has +1 ATK this turn for every 2 cards you have drawn this turn.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Singing_Sword.png
299,Spell,Sword Bouquet,Rainbow,1,0,0,Starter,Deal 1 damage to target Creature for every card you have drawn this turn.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Sword_Bouquet.png
300,Spell,Glorious Gramophone,BluePlains,1,0,0,Starter,"Draw 4 cards, then discard any 2 cards.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Glorious_Gramophone.png
301,Spell,River of Swords,Rainbow,2,0,0,Starter,Each of your Creatures has +2 ATK this turn. Draw 2 cards.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/River_of_Swords.png
302,Spell,Puppy Parade,BluePlains,2,0,0,Starter,Heal 2 damage from each of your Creatures. Your Creatures lose their Landscape type and become Rainbow Creatures this turn.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Puppy_Parade.png
303,Spell,Void Thimble,Rainbow,0,0,0,Starter,"Lose 2 hit points, gain 1 action.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Void_Thimble.png
304,Spell,Furious Furor,Cornfield,1,0,0,Starter,Target Creature has +2 ATK this turn for each Flooped Creature you control.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Furious_Furor.png
305,Spell,Log Rhythm,Cornfield,1,0,0,Starter,Each of your Creatures in a Lane with a Building you control has +2 ATK this turn.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Log_Rhythm.png
306,Spell,Harvest Moon,Cornfield,2,0,0,Starter,Put a Building from your discard pile into play.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Harvest_Moon.png
307,Spell,Deforestation,Cornfield,2,0,0,Starter,"To play this card, you must exhaust one of your Creatures. Search your deck for a Building and put it into play. Then shuffle your deck.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Deforestation.png
308,Building,Charming City,BluePlains,1,0,0,Starter,All Creatures in this Lane lose their Landscape type and become Rainbow Creatures.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Charming_City.png
309,Building,Learning Center,BluePlains,2,0,0,Starter,Learning Center gains the game text of Buildings you control in adjacent Lanes (but not their names).,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Learning_Center.png
310,Building,Blood Castle,Rainbow,1,0,0,Starter,"Each time an opposing Creature in this Lane takes damage, increase the amount by 1.",Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Blood_Castle.png
311,Building,Farmhouse,Cornfield,2,0,0,Starter,Farmhouse counts as an additional Cornfield Landscape you control.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Farmhouse.png
312,Building,Cabin of Many Woods,Cornfield,5,0,0,Starter,Cabin of Many Woods costs 1 less to play for each Flooped Creature you control. Your Creature in this Lane has +5 DEF.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Cabin_of_Many_Woods.png
313,Building,Oil Refinery,BluePlains,2,0,0,Starter,Your Creature in this Lane has +2 DEF for each Oil Refinery you control.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Oil_Refinery.png
314,Building,Celestial Fortress,Rainbow,1,0,0,Starter,The opposing Creature in this Lane has -2 DEF.,Fionna Vs Cake,https://www.carddweeb.com/CardImages/regular/Celestial_Fortress.png
315,Hero,Jake,None,0,0,0,Starter,"Once during your turn, when a Creature you control damages an opponent, you may deal 1 Damage to target Creature in one of your Lanes.",Doubles Tournament,https://www.carddweeb.com/CardImages/old/Jake_2v2.jpg
316,Hero,Charlie,None,0,0,0,Starter,"Once during your turn, you may move a Creature you control to an adjacent empty Landscape.",Doubles Tournament,https://www.carddweeb.com/CardImages/old/Charlie.jpg
317,Hero,Grand Prix,None,0,0,0,Starter,"Once during your turn, you may put a Creature you played this turn back into your hand, then play it for free and put 3 damage on it.",Doubles Tournament,https://www.carddweeb.com/CardImages/old/Grand_Prix.jpg
318,Hero,Moniker,None,0,0,0,Starter,"Once during your turn, you may ready a Flooped Creature",Doubles Tournament,https://www.carddweeb.com/CardImages/old/Moniker.jpg
319,Creature,FumiGator,UselessSwamp,1,1,6,Starter,FLOOP and pay 1 action >>> Deal 1 damage to each opposing Creature.,Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Fumigator.png
320,Creature,InvestiGator,UselessSwamp,2,3,8,Starter,"FLOOP >>> Reveal the top 3 cards of your deck. Play a revealed teamwork card for free, then discard the other cards.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Investigator.png
321,Creature,SubjuGator,UselessSwamp,2,3,7,Starter,The opposing Creature in this Lane has -1 DEF for every 5 cards in your discard pile.,Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Subjugator.png
322,Creature,Granary Weevil,UselessSwamp,2,2,6,Starter,Destroy Granary Weevil >>> Destroy target opposing Creature in this Lane and any Creature with the same name in play.,Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Granary_Weevil.png
323,Creature,TailGator,UselessSwamp,1,2,6,Starter,"When TailGator enters play, draw a card for each Creature placed into your discard pile this turn.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Tailgator.png
324,Creature,IrriGator,UselessSwamp,1,1,5,Starter,"While IrriGator is on an Icylands Landscape, it has +2 ATK.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Irrigator.png
325,Creature,NaviGator,UselessSwamp,1,2,6,Starter,"Discard a card >>> This turn, NaviGator gets +ATK equal to the cost of the discarded card. (Limit: Once per turn.)",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Navigator.png
326,Creature,InstiGator,UselessSwamp,2,5,3,Starter,"When InstiGator enters play, move target opposing Creature into InstiGator's Lane (if empty).",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Instigator.png
327,Creature,Sailing Sand Crab,SandyLands,1,2,6,Starter,"When Sailing Sand Crab enters play, you may play a Creature with cost 1 for free.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Sailing_Sand_Crab.png
328,Creature,Lifeguard Lobster,SandyLands,2,2,9,Starter,"Whenever another Creature enters play during your turn, you must heal 1 damage from another Creature.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Lifeguard_Lobster.png
329,Creature,Shifty Sand Crab,SandyLands,1,2,7,Starter,"Whenever a Creature enters play during your turn, you may swap positions with it and Shifty Sand Crab.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Shifty_Sand_Crab.png
330,Creature,Slashy Sand Crab,SandyLands,2,2,8,Starter,"Whenever you play a Creature on an adjacent Landscape, Slashy Sand Crab deals 2 damage to the Creature in its Lane.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Slashy_Sand_Crab.png
331,Creature,Longboard Lobster,SandyLands,2,1,7,Starter,+1 ATK for each Useless Swamp Landscape in play.,Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Longboard_Lobster.png
332,Creature,Repelling Rock Crab,SandyLands,1,1,5,Starter,"Whenever Repelling Rock Crab takes damage from a Creature, it deals that much damage to that Creature.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Repelling_Rock_Crab.png
333,Creature,The Cooper,SandyLands,2,3,8,Starter,FLOOP >>> Target Creature gets +ATK this turn equal to the total cost of teamwork cards your team controls.,Doubles Tournament,https://www.carddweeb.com/CardImages/regular/The_Cooper.png
334,Creature,Routing Rock Crab,SandyLands,2,2,10,Starter,"Whenever Routing Rock Crab takes damage from a Creature, you may move that Creature to an adjacent empty Landscape.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Routing_Rock_Crab.png
335,Creature,Sheep,Rainbow,0,2,3,Starter,,Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Sheep.png
336,Creature,The Barrel,Rainbow,0,1,5,Starter,The Barrel has +1 ATK and +1 DEF for each other The Barrel in play.,Doubles Tournament,https://www.carddweeb.com/CardImages/regular/The_Barrel.png
337,Creature,Aeromancer,BluePlains,2,3,5,Starter,"When Aeromancer enters play, you may swap the positions of 2 Creatures target player controls.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Aeromancer.png
338,Creature,Biomancer,BluePlains,1,1,8,Starter,"Whenever one of your Creatures changes Lanes, heal 2 damage from Biomancer.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Biomancer.png
339,Creature,Chronomancer,BluePlains,2,3,6,Starter,"Each time Chronomancer changes Lanes, gain 1 Action.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Chronomancer.png
340,Creature,Geomancer,BluePlains,1,2,6,Starter,"At the start of your turn, you may move Geomancer to an empty Landscape you control.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Geomancer.png
341,Creature,Hydromancer,BluePlains,2,3,6,Starter,"When Hydromancer enters play, you may reveal cards from the top of your deck until you reveal a teamwork card, then play it for free. Shuffle the other revealed cards into your deck.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Hydromancer.png
342,Creature,Necromancer,BluePlains,1,1,8,Starter,"Whenever one of your Creatures leaves play, you may move Necromancer to that Creature's empty Landscape.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Necromancer.png
343,Creature,Pyromancer,BluePlains,1,0,8,Starter,"Whenever Pyromancer is placed onto an empty Landscape, you may deal 2 damage to target Creature in that Lane. Pay 1 action >>> Move Pyromancer to an empty Landscape you control.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Pyromancer.png
344,Creature,Robomancer,BluePlains,2,2,7,Starter,+1 ATK for each Creature that changed Lanes during your turn.,Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Robomancer.png
345,Creature,Feedman,Cornfield,1,1,8,Starter,When Feedman enters play the next Creature you play this turn costs 1 less to play.,Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Feedman.png
346,Creature,Green ZebraCorn,Cornfield,1,1,6,Starter,"When Green ZebraCorn attacks, immediately deal 1 damage to target opponent.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Green_ZebraCorn.png
347,Creature,Grizzled ZebraCorn,Cornfield,2,2,8,Starter,"When Grizzled ZebraCorn attacks, immediately deal 2 damage to target opponent.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Grizzled_ZebraCorn.png
348,Creature,King Baby,Cornfield,2,2,7,Starter,FLOOP and pay 1 action >>> Deal 1 damage to target Creature for each Cornfield Landscape you control.,Doubles Tournament,https://www.carddweeb.com/CardImages/regular/King_Baby.png
349,Creature,Shielded ZebraCorn,Cornfield,1,2,6,Starter,"When Shielded ZebraCorn attacks, you may immediately heal 1 damage from an adjacent Creature.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Shielded_ZebraCorn.png
350,Creature,Spiked ZebraCorn,Cornfield,2,2,7,Starter,"When Spiked ZebraCorn attacks, immediately deal 1 damage to each opposing Creature in adjacent Lanes.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Spiked_ZebraCorn.png
351,Creature,Trained ZebraCorn Husker,Cornfield,2,3,7,Starter,"+1 ATK for each Teamwork card your team controls. If Trained ZebraCorn Husker leaves play during your Fight Phase, you may put it into your hand.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Trained_ZebraCorn_Husker.png
352,Creature,Young ZebraCorn Husker,Cornfield,1,2,5,Starter,"If Young ZebraCorn Husker leaves play during your Fight Phase, you may put it on top of your deck.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Young_ZebraCorn_Husker.png
353,Creature,Brigadier Banana Split,IcyLands,2,3,9,Starter,"When Brigadier Banana Split attacks, deal 2 damage to target opposing Creature on a frozen Landscape.",Doubles Tournament,https://www.carddweeb.com/CardImages/regular/Brigadier_Banana_Split.png
